query_id,question_type,strategy,mode,context_precision@5,context_recall@5,top5_jaccard_overlap
auto-V-10-Q-2025-07-30-3,simple fact,section,bm25,0.0,0.0,0.354
auto-V-10-Q-2025-07-30-3,simple fact,section,hybrid,0.0,0.0,0.242
auto-V-10-Q-2025-07-30-3,simple fact,section,hybrid+rerank,0.0,0.0,0.311
auto-V-10-Q-2025-07-30-3,simple fact,semantic,vector,0.2,1.0,0.426
auto-V-10-Q-2025-07-30-3,simple fact,semantic,bm25,0.2,1.0,0.274
auto-V-10-Q-2025-07-30-3,simple fact,semantic,hybrid,0.2,1.0,0.382
auto-V-10-Q-2025-07-30-3,simple fact,semantic,hybrid+rerank,0.2,1.0,0.437
auto-V-10-Q-2025-07-30-3,simple fact,hierarchical,vector,0.2,1.0,0.426
auto-V-10-Q-2025-07-30-3,simple fact,hierarchical,bm25,0.2,1.0,0.274
auto-V-10-Q-2025-07-30-3,simple fact,hierarchical,hybrid,0.2,1.0,0.382
auto-V-10-Q-2025-07-30-3,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.437
auto-MA-10-Q-2025-05-01-3,simple fact,fixed,vector,0.0,0.0,0.195
auto-MA-10-Q-2025-05-01-3,simple fact,fixed,bm25,0.4,1.0,0.296
auto-MA-10-Q-2025-05-01-3,simple fact,fixed,hybrid,0.4,1.0,0.342
auto-MA-10-Q-2025-05-01-3,simple fact,fixed,hybrid+rerank,0.4,1.0,0.446
auto-MA-10-Q-2025-05-01-3,simple fact,section,vector,0.0,0.0,0.234
auto-MA-10-Q-2025-05-01-3,simple fact,section,bm25,0.2,1.0,0.23
auto-MA-10-Q-2025-05-01-3,simple fact,section,hybrid,0.2,1.0,0.249
auto-MA-10-Q-2025-05-01-3,simple fact,section,hybrid+rerank,0.2,1.0,0.267
auto-MA-10-Q-2025-05-01-3,simple fact,semantic,vector,0.0,0.0,0.534
auto-MA-10-Q-2025-05-01-3,simple fact,semantic,bm25,0.2,1.0,0.654
auto-MA-10-Q-2025-05-01-3,simple fact,semantic,hybrid,0.2,1.0,0.539
auto-MA-10-Q-2025-05-01-3,simple fact,semantic,hybrid+rerank,0.2,1.0,0.554
auto-MA-10-Q-2025-05-01-3,simple fact,hierarchical,vector,0.0,0.0,0.534
auto-MA-10-Q-2025-05-01-3,simple fact,hierarchical,bm25,0.2,1.0,0.654
auto-MA-10-Q-2025-05-01-3,simple fact,hierarchical,hybrid,0.2,1.0,0.539
auto-MA-10-Q-2025-05-01-3,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.554
auto-MA-10-K-2025-02-12-2,simple fact,fixed,vector,0.0,0.0,0.292
auto-MA-10-K-2025-02-12-2,simple fact,fixed,bm25,0.2,1.0,0.384
auto-MA-10-K-2025-02-12-2,simple fact,fixed,hybrid,0.2,1.0,0.384
auto-MA-10-K-2025-02-12-2,simple fact,fixed,hybrid+rerank,0.2,1.0,0.448
auto-MA-10-K-2025-02-12-2,simple fact,section,vector,0.2,1.0,0.477
auto-MA-10-K-2025-02-12-2,simple fact,section,bm25,0.2,1.0,0.463
auto-MA-10-K-2025-02-12-2,simple fact,section,hybrid,0.2,1.0,0.474
auto-MA-10-K-2025-02-12-2,simple fact,section,hybrid+rerank,0.2,1.0,0.477
auto-MA-10-K-2025-02-12-2,simple fact,semantic,vector,0.0,0.0,0.534
auto-MA-10-K-2025-02-12-2,simple fact,semantic,bm25,0.2,1.0,0.496
auto-MA-10-K-2025-02-12-2,simple fact,semantic,hybrid,0.0,0.0,0.644
auto-MA-10-K-2025-02-12-2,simple fact,semantic,hybrid+rerank,0.2,1.0,0.435
auto-MA-10-K-2025-02-12-2,simple fact,hierarchical,vector,0.0,0.0,0.534
auto-MA-10-K-2025-02-12-2,simple fact,hierarchical,bm25,0.2,1.0,0.51
auto-MA-10-K-2025-02-12-2,simple fact,hierarchical,hybrid,0.0,0.0,0.644
auto-MA-10-K-2025-02-12-2,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.43
auto-V-10-K-2025-11-06-5,simple fact,fixed,vector,0.4,1.0,0.283
auto-V-10-K-2025-11-06-5,simple fact,fixed,bm25,0.4,1.0,0.395
auto-V-10-K-2025-11-06-5,simple fact,fixed,hybrid,0.4,1.0,0.309
auto-V-10-K-2025-11-06-5,simple fact,fixed,hybrid+rerank,0.4,1.0,0.368
auto-V-10-K-2025-11-06-5,simple fact,section,vector,0.4,1.0,0.239
auto-V-10-K-2025-11-06-5,simple fact,section,bm25,0.4,1.0,0.29
auto-V-10-K-2025-11-06-5,simple fact,section,hybrid,0.4,1.0,0.272
auto-V-10-K-2025-11-06-5,simple fact,section,hybrid+rerank,0.4,1.0,0.362
auto-V-10-K-2025-11-06-5,simple fact,semantic,vector,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,semantic,bm25,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,semantic,hybrid,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,semantic,hybrid+rerank,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,hierarchical,vector,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,hierarchical,bm25,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,hierarchical,hybrid,0.2,1.0,0.713
auto-V-10-K-2025-11-06-5,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.713
auto-V-8-K-2025-08-08-3,simple fact,fixed,vector,0.0,0.0,0.22
auto-V-8-K-2025-08-08-3,simple fact,fixed,bm25,0.2,1.0,0.245
auto-V-8-K-2025-08-08-3,simple fact,fixed,hybrid,0.0,0.0,0.319
auto-V-8-K-2025-08-08-3,simple fact,fixed,hybrid+rerank,0.2,1.0,0.23
auto-V-8-K-2025-08-08-3,simple fact,section,vector,0.0,0.0,0.388
auto-V-8-K-2025-08-08-3,simple fact,section,bm25,0.2,1.0,0.213
auto-V-8-K-2025-08-08-3,simple fact,section,hybrid,0.0,0.0,0.199
auto-V-8-K-2025-08-08-3,simple fact,section,hybrid+rerank,0.2,1.0,0.193
auto-V-8-K-2025-08-08-3,simple fact,semantic,vector,0.2,1.0,0.209
auto-V-8-K-2025-08-08-3,simple fact,semantic,bm25,0.2,1.0,0.209
auto-V-8-K-2025-08-08-3,simple fact,semantic,hybrid,0.2,1.0,0.209
auto-V-8-K-2025-08-08-3,simple fact,semantic,hybrid+rerank,0.2,1.0,0.21
auto-V-8-K-2025-08-08-3,simple fact,hierarchical,vector,0.2,1.0,0.209
auto-V-8-K-2025-08-08-3,simple fact,hierarchical,bm25,0.2,1.0,0.164
auto-V-8-K-2025-08-08-3,simple fact,hierarchical,hybrid,0.2,1.0,0.209
auto-V-8-K-2025-08-08-3,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.21
auto-V-10-Q-2025-01-31-3,simple fact,fixed,vector,0.0,0.0,0.278
auto-V-10-Q-2025-01-31-3,simple fact,fixed,bm25,0.2,0.3333333333333333,0.48
auto-V-10-Q-2025-01-31-3,simple fact,fixed,hybrid,0.2,0.3333333333333333,0.395
auto-V-10-Q-2025-01-31-3,simple fact,fixed,hybrid+rerank,0.2,0.3333333333333333,0.486
auto-V-10-Q-2025-01-31-3,simple fact,section,vector,0.2,0.3333333333333333,0.217
auto-V-10-Q-2025-01-31-3,simple fact,section,bm25,0.2,0.3333333333333333,0.386
auto-V-10-Q-2025-01-31-3,simple fact,section,hybrid,0.2,0.3333333333333333,0.464
auto-V-10-Q-2025-01-31-3,simple fact,section,hybrid+rerank,0.2,0.3333333333333333,0.416
auto-V-10-Q-2025-01-31-3,simple fact,semantic,vector,0.0,0.0,0.602
auto-V-10-Q-2025-01-31-3,simple fact,semantic,bm25,0.6,1.0,0.565
auto-V-10-Q-2025-01-31-3,simple fact,semantic,hybrid,0.4,0.6666666666666666,0.57
auto-V-10-Q-2025-01-31-3,simple fact,semantic,hybrid+rerank,0.6,1.0,0.505
auto-V-10-Q-2025-01-31-3,simple fact,hierarchical,vector,0.2,0.3333333333333333,0.551
auto-V-10-Q-2025-01-31-3,simple fact,hierarchical,bm25,0.6,1.0,0.589
auto-V-10-Q-2025-01-31-3,simple fact,hierarchical,hybrid,0.6,1.0,0.589
auto-V-10-Q-2025-01-31-3,simple fact,hierarchical,hybrid+rerank,0.6,1.0,0.505
auto-MA-10-Q-2025-05-01-2,simple fact,fixed,vector,0.2,1.0,0.471
auto-MA-10-Q-2025-05-01-2,simple fact,fixed,bm25,0.2,1.0,0.287
auto-MA-10-Q-2025-05-01-2,simple fact,fixed,hybrid,0.2,1.0,0.376
auto-MA-10-Q-2025-05-01-2,simple fact,fixed,hybrid+rerank,0.2,1.0,0.38
auto-MA-10-Q-2025-05-01-2,simple fact,section,vector,0.2,1.0,0.506
auto-MA-10-Q-2025-05-01-2,simple fact,section,bm25,0.2,1.0,0.352
auto-MA-10-Q-2025-05-01-2,simple fact,section,hybrid,0.2,1.0,0.358
auto-MA-10-Q-2025-05-01-2,simple fact,section,hybrid+rerank,0.2,1.0,0.353
auto-MA-10-Q-2025-05-01-2,simple fact,semantic,vector,0.2,1.0,0.303
auto-MA-10-Q-2025-05-01-2,simple fact,semantic,bm25,0.2,1.0,0.317
auto-MA-10-Q-2025-05-01-2,simple fact,semantic,hybrid,0.2,1.0,0.32
auto-MA-10-Q-2025-05-01-2,simple fact,semantic,hybrid+rerank,0.2,1.0,0.285
auto-MA-10-Q-2025-05-01-2,simple fact,hierarchical,vector,0.2,1.0,0.303
auto-MA-10-Q-2025-05-01-2,simple fact,hierarchical,bm25,0.2,1.0,0.317
auto-MA-10-Q-2025-05-01-2,simple fact,hierarchical,hybrid,0.2,1.0,0.32
auto-MA-10-Q-2025-05-01-2,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.285
auto-V-10-Q-2025-07-30-5,deep context,fixed,vector,0.2,0.5,0.16
auto-V-10-Q-2025-07-30-5,deep context,fixed,bm25,0.4,1.0,0.465
auto-V-10-Q-2025-07-30-5,deep context,fixed,hybrid,0.4,1.0,0.247
auto-V-10-Q-2025-07-30-5,deep context,fixed,hybrid+rerank,0.2,0.5,0.39
auto-V-10-Q-2025-07-30-5,deep context,section,vector,0.2,1.0,0.186
auto-V-10-Q-2025-07-30-5,deep context,section,bm25,0.2,1.0,0.396
auto-V-10-Q-2025-07-30-5,deep context,section,hybrid,0.2,1.0,0.241
auto-V-10-Q-2025-07-30-5,deep context,section,hybrid+rerank,0.2,1.0,0.26
auto-V-10-Q-2025-07-30-5,deep context,semantic,vector,0.0,0.0,0.139
auto-V-10-Q-2025-07-30-5,deep context,semantic,bm25,0.2,1.0,0.653
auto-V-10-Q-2025-07-30-5,deep context,semantic,hybrid,0.0,0.0,0.355
auto-V-10-Q-2025-07-30-5,deep context,semantic,hybrid+rerank,0.2,1.0,0.57
auto-V-10-Q-2025-07-30-5,deep context,hierarchical,vector,0.2,1.0,0.143
auto-V-10-Q-2025-07-30-5,deep context,hierarchical,bm25,0.2,1.0,0.569
auto-V-10-Q-2025-07-30-5,deep context,hierarchical,hybrid,0.2,1.0,0.57
auto-V-10-Q-2025-07-30-5,deep context,hierarchical,hybrid+rerank,0.2,1.0,0.57
auto-V-10-Q-2025-04-30-3,simple fact,fixed,vector,0.0,0.0,0.418
auto-V-10-Q-2025-04-30-3,simple fact,fixed,bm25,0.0,0.0,0.315
auto-V-10-Q-2025-04-30-3,simple fact,fixed,hybrid,0.0,0.0,0.418
auto-V-10-Q-2025-04-30-3,simple fact,fixed,hybrid+rerank,0.0,0.0,0.196
auto-V-10-Q-2025-04-30-3,simple fact,section,vector,0.0,0.0,0.391
auto-V-10-Q-2025-04-30-3,simple fact,section,bm25,0.0,0.0,0.354
auto-V-10-Q-2025-04-30-3,simple fact,section,hybrid,0.0,0.0,0.395
auto-V-10-Q-2025-04-30-3,simple fact,section,hybrid+rerank,0.0,0.0,0.224
auto-V-10-Q-2025-04-30-3,simple fact,semantic,vector,0.2,1.0,0.471
auto-V-10-Q-2025-04-30-3,simple fact,semantic,bm25,0.2,1.0,0.469
auto-V-10-Q-2025-04-30-3,simple fact,semantic,hybrid,0.2,1.0,0.291
auto-V-10-Q-2025-04-30-3,simple fact,semantic,hybrid+rerank,0.2,1.0,0.422
auto-V-10-Q-2025-04-30-3,simple fact,hierarchical,vector,0.2,1.0,0.433
auto-V-10-Q-2025-04-30-3,simple fact,hierarchical,bm25,0.2,1.0,0.469
auto-V-10-Q-2025-04-30-3,simple fact,hierarchical,hybrid,0.2,1.0,0.291
auto-V-10-Q-2025-04-30-3,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.422
auto-V-10-Q-2025-04-30-5,simple fact,fixed,vector,0.2,0.5,0.476
auto-V-10-Q-2025-04-30-5,simple fact,fixed,bm25,0.4,1.0,0.357
auto-V-10-Q-2025-04-30-5,simple fact,fixed,hybrid,0.4,1.0,0.536
auto-V-10-Q-2025-04-30-5,simple fact,fixed,hybrid+rerank,0.4,1.0,0.536
auto-V-10-Q-2025-04-30-5,simple fact,section,vector,0.2,1.0,0.457
auto-V-10-Q-2025-04-30-5,simple fact,section,bm25,0.2,1.0,0.33
auto-V-10-Q-2025-04-30-5,simple fact,section,hybrid,0.2,1.0,0.521
auto-V-10-Q-2025-04-30-5,simple fact,section,hybrid+rerank,0.2,1.0,0.521
auto-V-10-Q-2025-04-30-5,simple fact,semantic,vector,0.2,1.0,0.424
auto-V-10-Q-2025-04-30-5,simple fact,semantic,bm25,0.2,1.0,0.462
auto-V-10-Q-2025-04-30-5,simple fact,semantic,hybrid,0.2,1.0,0.462
auto-V-10-Q-2025-04-30-5,simple fact,semantic,hybrid+rerank,0.2,1.0,0.412
auto-V-10-Q-2025-04-30-5,simple fact,hierarchical,vector,0.2,1.0,0.424
auto-V-10-Q-2025-04-30-5,simple fact,hierarchical,bm25,0.2,1.0,0.462
auto-V-10-Q-2025-04-30-5,simple fact,hierarchical,hybrid,0.2,1.0,0.462
auto-V-10-Q-2025-04-30-5,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.412
auto-V-8-K-2025-09-29-3,deep context,fixed,vector,0.0,0.0,0.707
auto-V-8-K-2025-09-29-3,deep context,fixed,bm25,0.2,1.0,0.097
auto-V-8-K-2025-09-29-3,deep context,fixed,hybrid,0.2,1.0,0.266
auto-V-8-K-2025-09-29-3,deep context,fixed,hybrid+rerank,0.2,1.0,0.362
auto-V-8-K-2025-09-29-3,deep context,section,vector,0.0,0.0,0.431
auto-V-8-K-2025-09-29-3,deep context,section,bm25,0.2,1.0,0.107
auto-V-8-K-2025-09-29-3,deep context,section,hybrid,0.2,1.0,0.263
auto-V-8-K-2025-09-29-3,deep context,section,hybrid+rerank,0.2,1.0,0.101
auto-V-8-K-2025-09-29-3,deep context,semantic,vector,0.0,0.0,0.38
auto-V-8-K-2025-09-29-3,deep context,semantic,bm25,0.2,1.0,0.208
auto-V-8-K-2025-09-29-3,deep context,semantic,hybrid,0.2,1.0,0.379
auto-V-8-K-2025-09-29-3,deep context,semantic,hybrid+rerank,0.2,1.0,0.208
auto-V-8-K-2025-09-29-3,deep context,hierarchical,vector,0.0,0.0,0.882
auto-V-8-K-2025-09-29-3,deep context,hierarchical,bm25,0.2,1.0,0.368
auto-V-8-K-2025-09-29-3,deep context,hierarchical,hybrid,0.2,1.0,0.366
auto-V-8-K-2025-09-29-3,deep context,hierarchical,hybrid+rerank,0.2,1.0,0.366
auto-V-10-K-2025-11-06-0,simple fact,fixed,vector,0.2,1.0,0.4
auto-V-10-K-2025-11-06-0,simple fact,fixed,bm25,0.2,1.0,0.404
auto-V-10-K-2025-11-06-0,simple fact,fixed,hybrid,0.2,1.0,0.4
auto-V-10-K-2025-11-06-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.494
auto-V-10-K-2025-11-06-0,simple fact,section,vector,0.2,1.0,0.267
auto-V-10-K-2025-11-06-0,simple fact,section,bm25,0.2,1.0,0.275
auto-V-10-K-2025-11-06-0,simple fact,section,hybrid,0.2,1.0,0.275
auto-V-10-K-2025-11-06-0,simple fact,section,hybrid+rerank,0.2,1.0,0.436
auto-V-10-K-2025-11-06-0,simple fact,semantic,vector,0.2,1.0,0.664
auto-V-10-K-2025-11-06-0,simple fact,semantic,bm25,0.2,1.0,0.71
auto-V-10-K-2025-11-06-0,simple fact,semantic,hybrid,0.2,1.0,0.664
auto-V-10-K-2025-11-06-0,simple fact,semantic,hybrid+rerank,0.2,1.0,0.696
auto-V-10-K-2025-11-06-0,simple fact,hierarchical,vector,0.2,1.0,0.664
auto-V-10-K-2025-11-06-0,simple fact,hierarchical,bm25,0.2,1.0,0.71
auto-V-10-K-2025-11-06-0,simple fact,hierarchical,hybrid,0.2,1.0,0.71
auto-V-10-K-2025-11-06-0,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.696
auto-MA-10-Q-2025-05-01-4,simple fact,fixed,vector,0.2,0.5,0.447
auto-MA-10-Q-2025-05-01-4,simple fact,fixed,bm25,0.2,0.5,0.433
auto-MA-10-Q-2025-05-01-4,simple fact,fixed,hybrid,0.2,0.5,0.447
auto-MA-10-Q-2025-05-01-4,simple fact,fixed,hybrid+rerank,0.2,0.5,0.472
auto-MA-10-Q-2025-05-01-4,simple fact,section,vector,0.0,0.0,0.231
auto-MA-10-Q-2025-05-01-4,simple fact,section,bm25,0.2,1.0,0.457
auto-MA-10-Q-2025-05-01-4,simple fact,section,hybrid,0.2,1.0,0.296
auto-MA-10-Q-2025-05-01-4,simple fact,section,hybrid+rerank,0.2,1.0,0.539
auto-MA-10-Q-2025-05-01-4,simple fact,semantic,vector,0.2,1.0,0.71
auto-MA-10-Q-2025-05-01-4,simple fact,semantic,bm25,0.2,1.0,0.632
auto-MA-10-Q-2025-05-01-4,simple fact,semantic,hybrid,0.2,1.0,0.71
auto-MA-10-Q-2025-05-01-4,simple fact,semantic,hybrid+rerank,0.2,1.0,0.71
auto-MA-10-Q-2025-05-01-4,simple fact,hierarchical,vector,0.2,1.0,0.71
auto-MA-10-Q-2025-05-01-4,simple fact,hierarchical,bm25,0.2,1.0,0.632
auto-MA-10-Q-2025-05-01-4,simple fact,hierarchical,hybrid,0.2,1.0,0.71
auto-MA-10-Q-2025-05-01-4,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.71
auto-MA-10-Q-2025-07-31-1,simple fact,fixed,vector,0.0,0.0,0.261
auto-MA-10-Q-2025-07-31-1,simple fact,fixed,bm25,0.2,0.5,0.212
auto-MA-10-Q-2025-07-31-1,simple fact,fixed,hybrid,0.2,0.5,0.263
auto-MA-10-Q-2025-07-31-1,simple fact,fixed,hybrid+rerank,0.2,0.5,0.446
auto-MA-10-Q-2025-07-31-1,simple fact,section,vector,0.0,0.0,0.252
auto-MA-10-Q-2025-07-31-1,simple fact,section,bm25,0.2,0.3333333333333333,0.181
auto-MA-10-Q-2025-07-31-1,simple fact,section,hybrid,0.0,0.0,0.271
auto-MA-10-Q-2025-07-31-1,simple fact,section,hybrid+rerank,0.0,0.0,0.32
auto-MA-10-Q-2025-07-31-1,simple fact,semantic,vector,0.0,0.0,0.544
auto-MA-10-Q-2025-07-31-1,simple fact,semantic,bm25,0.2,1.0,0.521
auto-MA-10-Q-2025-07-31-1,simple fact,semantic,hybrid,0.2,1.0,0.51
auto-MA-10-Q-2025-07-31-1,simple fact,semantic,hybrid+rerank,0.2,1.0,0.31
auto-MA-10-Q-2025-07-31-1,simple fact,hierarchical,vector,0.0,0.0,0.544
auto-MA-10-Q-2025-07-31-1,simple fact,hierarchical,bm25,0.2,1.0,0.521
auto-MA-10-Q-2025-07-31-1,simple fact,hierarchical,hybrid,0.2,1.0,0.51
auto-MA-10-Q-2025-07-31-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.31
auto-V-8-K-2025-09-26-1,simple fact,fixed,vector,0.0,0.0,0.384
auto-V-8-K-2025-09-26-1,simple fact,fixed,bm25,0.2,1.0,0.512
auto-V-8-K-2025-09-26-1,simple fact,fixed,hybrid,0.0,0.0,0.241
auto-V-8-K-2025-09-26-1,simple fact,fixed,hybrid+rerank,0.2,1.0,0.314
auto-V-8-K-2025-09-26-1,simple fact,section,vector,0.0,0.0,0.446
auto-V-8-K-2025-09-26-1,simple fact,section,bm25,0.2,1.0,0.31
auto-V-8-K-2025-09-26-1,simple fact,section,hybrid,0.0,0.0,0.149
auto-V-8-K-2025-09-26-1,simple fact,section,hybrid+rerank,0.0,0.0,0.528
auto-V-8-K-2025-09-26-1,simple fact,semantic,vector,0.2,1.0,0.361
auto-V-8-K-2025-09-26-1,simple fact,semantic,bm25,0.2,1.0,0.326
auto-V-8-K-2025-09-26-1,simple fact,semantic,hybrid,0.2,1.0,0.276
auto-V-8-K-2025-09-26-1,simple fact,semantic,hybrid+rerank,0.2,1.0,0.32
auto-V-8-K-2025-09-26-1,simple fact,hierarchical,vector,0.2,1.0,0.361
auto-V-8-K-2025-09-26-1,simple fact,hierarchical,bm25,0.2,1.0,0.326
auto-V-8-K-2025-09-26-1,simple fact,hierarchical,hybrid,0.2,1.0,0.276
auto-V-8-K-2025-09-26-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.32
auto-MA-8-K-2025-02-27-0,simple fact,fixed,vector,0.0,0.0,0.262
auto-MA-8-K-2025-02-27-0,simple fact,fixed,bm25,0.2,1.0,0.092
auto-MA-8-K-2025-02-27-0,simple fact,fixed,hybrid,0.2,1.0,0.183
auto-MA-8-K-2025-02-27-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.178
auto-MA-8-K-2025-02-27-0,simple fact,section,vector,0.0,0.0,0.325
auto-MA-8-K-2025-02-27-0,simple fact,section,bm25,0.2,1.0,0.121
auto-MA-8-K-2025-02-27-0,simple fact,section,hybrid,0.2,1.0,0.276
auto-MA-8-K-2025-02-27-0,simple fact,section,hybrid+rerank,0.2,1.0,0.176
auto-MA-8-K-2025-02-27-0,simple fact,semantic,vector,0.0,0.0,0.323
auto-MA-8-K-2025-02-27-0,simple fact,semantic,bm25,0.2,1.0,0.243
auto-MA-8-K-2025-02-27-0,simple fact,semantic,hybrid,0.2,1.0,0.111
auto-MA-8-K-2025-02-27-0,simple fact,semantic,hybrid+rerank,0.2,1.0,0.117
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,vector,0.0,0.0,0.336
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,bm25,0.2,1.0,0.25
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,hybrid,0.2,1.0,0.072
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.071
auto-MA-8-K-2025-06-26-0,simple fact,fixed,vector,0.2,1.0,0.163
auto-MA-8-K-2025-06-26-0,simple fact,fixed,bm25,0.2,1.0,0.147
auto-MA-8-K-2025-06-26-0,simple fact,fixed,hybrid,0.2,1.0,0.159
auto-MA-8-K-2025-06-26-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.135
auto-MA-8-K-2025-06-26-0,simple fact,section,vector,0.2,1.0,0.164
auto-MA-8-K-2025-06-26-0,simple fact,section,bm25,0.2,1.0,0.133
auto-MA-8-K-2025-06-26-0,simple fact,section,hybrid,0.2,1.0,0.156
auto-MA-8-K-2025-06-26-0,simple fact,section,hybrid+rerank,0.2,1.0,0.131
auto-MA-8-K-2025-06-26-0,simple fact,semantic,vector,0.2,1.0,0.15
auto-MA-8-K-2025-06-26-0,simple fact,semantic,bm25,0.2,1.0,0.157
auto-MA-8-K-2025-06-26-0,simple fact,semantic,hybrid,0.2,1.0,0.112
auto-MA-8-K-2025-06-26-0,simple fact,semantic,hybrid+rerank,0.2,1.0,0.153
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,vector,0.2,1.0,0.15
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,bm25,0.2,1.0,0.18
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,hybrid,0.2,1.0,0.205
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.153
auto-V-10-Q-2025-04-30-2,simple fact,fixed,vector,0.0,0.0,0.418
auto-V-10-Q-2025-04-30-2,simple fact,fixed,bm25,0.2,0.25,0.215
auto-V-10-Q-2025-04-30-2,simple fact,fixed,hybrid,0.2,0.25,0.166
auto-V-10-Q-2025-04-30-2,simple fact,fixed,hybrid+rerank,0.2,0.25,0.199
auto-V-10-Q-2025-04-30-2,simple fact,section,vector,0.0,0.0,0.208
auto-V-10-Q-2025-04-30-2,simple fact,section,bm25,0.4,1.0,0.25
auto-V-10-Q-2025-04-30-2,simple fact,section,hybrid,0.2,0.5,0.173
auto-V-10-Q-2025-04-30-2,simple fact,section,hybrid+rerank,0.2,0.5,0.296
auto-V-10-Q-2025-04-30-2,simple fact,semantic,vector,0.2,0.5,0.233
auto-V-10-Q-2025-04-30-2,simple fact,semantic,bm25,0.0,0.0,0.399
auto-V-10-Q-2025-04-30-2,simple fact,semantic,hybrid,0.2,0.5,0.285
auto-V-10-Q-2025-04-30-2,simple fact,semantic,hybrid+rerank,0.2,0.5,0.263
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,vector,0.2,0.5,0.233
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,bm25,0.0,0.0,0.399
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,hybrid,0.2,0.5,0.285
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,hybrid+rerank,0.2,0.5,0.347
auto-V-10-Q-2025-04-30-4,simple fact,fixed,vector,0.2,0.3333333333333333,0.344
auto-V-10-Q-2025-04-30-4,simple fact,fixed,bm25,0.2,0.3333333333333333,0.264
auto-V-10-Q-2025-04-30-4,simple fact,fixed,hybrid,0.0,0.0,0.257
auto-V-10-Q-2025-04-30-4,simple fact,fixed,hybrid+rerank,0.2,0.3333333333333333,0.3
auto-V-10-Q-2025-04-30-4,simple fact,section,vector,0.2,0.3333333333333333,0.345
auto-V-10-Q-2025-04-30-4,simple fact,section,bm25,0.2,0.3333333333333333,0.24
auto-V-10-Q-2025-04-30-4,simple fact,section,hybrid,0.2,0.3333333333333333,0.253
auto-V-10-Q-2025-04-30-4,simple fact,section,hybrid+rerank,0.2,0.3333333333333333,0.342
auto-V-10-Q-2025-04-30-4,simple fact,semantic,vector,0.2,0.5,0.663
auto-V-10-Q-2025-04-30-4,simple fact,semantic,bm25,0.0,0.0,0.613
auto-V-10-Q-2025-04-30-4,simple fact,semantic,hybrid,0.2,0.5,0.469
auto-V-10-Q-2025-04-30-4,simple fact,semantic,hybrid+rerank,0.4,1.0,0.811
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,vector,0.2,0.5,0.789
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,bm25,0.0,0.0,0.613
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,hybrid,0.0,0.0,0.595
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,hybrid+rerank,0.4,1.0,0.811
auto-MA-8-K-2025-11-12-3,simple fact,fixed,vector,0.0,0.0,0.128
auto-MA-8-K-2025-11-12-3,simple fact,fixed,bm25,0.4,1.0,0.202
auto-MA-8-K-2025-11-12-3,simple fact,fixed,hybrid,0.0,0.0,0.155
auto-MA-8-K-2025-11-12-3,simple fact,fixed,hybrid+rerank,0.4,1.0,0.179
auto-MA-8-K-2025-11-12-3,simple fact,section,vector,0.0,0.0,0.199
auto-MA-8-K-2025-11-12-3,simple fact,section,bm25,0.2,1.0,0.216
auto-MA-8-K-2025-11-12-3,simple fact,section,hybrid,0.2,1.0,0.216
auto-MA-8-K-2025-11-12-3,simple fact,section,hybrid+rerank,0.2,1.0,0.144
